branch,n_cases_raw,vx_min_raw,vx_med_raw,vx_iqr_raw,vx_max_raw,vy_min_raw,vy_med_raw,vy_iqr_raw,vy_max_raw,vz_min_raw,vz_med_raw,vz_iqr_raw,vz_max_raw,voxmm3_min_raw,voxmm3_med_raw,voxmm3_iqr_raw,voxmm3_max_raw,D_min_raw,D_med_raw,D_iqr_raw,D_max_raw,ct_size_mb_min_raw,ct_size_mb_med_raw,ct_size_mb_iqr_raw,ct_size_mb_max_raw,mask_size_mb_min_raw,mask_size_mb_med_raw,mask_size_mb_iqr_raw,mask_size_mb_max_raw,shape_match_rate_raw,spacing_match_rate_raw,mask_empty_rate_raw,fg_vox_min_raw,fg_vox_med_raw,fg_vox_iqr_raw,fg_vox_max_raw,fg_mm3_min_raw,fg_mm3_med_raw,fg_mm3_iqr_raw,fg_mm3_max_raw,hu_min_samp_med_raw,hu_max_samp_med_raw,hu_p0_5_samp_med_raw,hu_p99_5_samp_med_raw,vz_bin_<1_raw,vz_bin_1_2_raw,vz_bin_2_4_raw,vz_bin_4_6p5_raw,vz_bin_>6p5_raw,n_cases_prep,vx_min_prep,vx_med_prep,vx_iqr_prep,vx_max_prep,vy_min_prep,vy_med_prep,vy_iqr_prep,vy_max_prep,vz_min_prep,vz_med_prep,vz_iqr_prep,vz_max_prep,voxmm3_min_prep,voxmm3_med_prep,voxmm3_iqr_prep,voxmm3_max_prep,D_min_prep,D_med_prep,D_iqr_prep,D_max_prep,ct_size_mb_min_prep,ct_size_mb_med_prep,ct_size_mb_iqr_prep,ct_size_mb_max_prep,mask_size_mb_min_prep,mask_size_mb_med_prep,mask_size_mb_iqr_prep,mask_size_mb_max_prep,shape_match_rate_prep,spacing_match_rate_prep,mask_empty_rate_prep,fg_vox_min_prep,fg_vox_med_prep,fg_vox_iqr_prep,fg_vox_max_prep,fg_mm3_min_prep,fg_mm3_med_prep,fg_mm3_iqr_prep,fg_mm3_max_prep,hu_min_samp_med_prep,hu_max_samp_med_prep,hu_p0_5_samp_med_prep,hu_p99_5_samp_med_prep,vz_bin_<1_prep,vz_bin_1_2_prep,vz_bin_2_4_prep,vz_bin_4_6p5_prep,vz_bin_>6p5_prep,n_cases_delta
normal,640,0.357421875,0.4882810115814209,0.05078125,0.609375,0.357421875,0.4882810115814209,0.05078125,0.609375,3.723325490951538,5.0,0.0,5.392516613006592,0.6387519836425781,1.039943782534373,0.2520751953125,1.856689453125,28.0,34.0,4.0,48.0,5.325292587280273,7.198459625244141,0.9421045780181885,10.731342315673828,0.0069255828857421875,0.008385658264160156,0.000980377197265625,0.011823654174804688,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1023.0,1691.0,-1012.0,1222.001953125,0,0,42,598,0,640,0.357421875,0.4882810115814209,0.05078125,0.609375,0.357421875,0.4882810115814209,0.05078125,0.609375,4.002460956573486,5.0,0.0,5.392516613006592,0.6387519836425781,1.0986328125,0.23608077550393258,1.856689453125,28.0,33.0,3.0,47.0,5.325292587280273,7.126194477081299,0.8524086475372314,10.207099914550781,0.0069255828857421875,0.008148193359375,0.0007424354553222656,0.011534690856933594,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1023.0,1687.5,-1012.0,1222.001953125,0,0,0,640,0,0
segmented,943,0.314453125,0.4882810115814209,0.01953125,0.9765620231628418,0.314453125,0.4882810115814209,0.019531220197677612,0.9765620231628418,0.5,5.0,0.20004677772521973,6.5181884765625,0.11920917313548784,1.1920928955078125,0.26531365787632,5.013924343380301,24.0,32.0,6.0,352.0,3.1002426147460938,7.149446487426758,1.6526126861572266,78.49019718170166,0.006274223327636719,0.01721477508544922,0.003999233245849609,0.8800630569458008,1.0,1.0,0.041357370095440084,0.0,7469.0,21352.5,2930417.0,0.0,8201.59912109375,19761.450845955504,493415.6493481785,-2048.0,1924.0,-2048.0,1351.01171875,43,0,41,857,2,942,0.314453125,0.4882810115814209,0.01953125,0.9765620231628418,0.314453125,0.4882810115814209,0.019531242549419403,0.9765620231628418,4.016706943511963,5.0,0.19728398323059082,6.5181884765625,0.4944038391113281,1.1920931797249068,0.19661913790771468,5.013924343380301,5.0,32.0,5.0,58.0,1.3354740142822266,7.144698143005371,1.6682250499725342,24.027003288269043,0.003941535949707031,0.01830434799194336,0.05091238021850586,0.0996713638305664,1.0,1.0,0.049893842887473464,0.0,6906.5,17422.0,437059.0,0.0,8221.286213150206,19548.217575995386,537821.1740701313,-2048.0,1927.0,-2048.0,1331.0,0,0,0,940,2,-1
